sentence,condition,CW- or CWC-congruent
"Because the phd student Alice liked evolutional biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice liked evolutional biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice liked evolutional biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice liked evolutional biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice liked evolutional biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice liked evolutional biology, she analyzed species.",RWCA,N
"Because the phd student Alice liked evolutional biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice liked evolutional biology, she analyzed selection.",RWCA,N
"Because the phd student Alice liked evolutional biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice liked evolutional biology, she analyzed botany.",RWCA,N
"Because the phd student Alice liked evolutional biology, she publicized the research species.",RWCA,N
"Because the phd student Alice liked evolutional biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice liked evolutional biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice liked evolutional biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice liked evolutional biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice was interested in biology, she published a book about species.",RWCA,N
"Because the phd student Alice was interested in biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was interested in biology, she published a book about selection.",RWCA,N
"Because the phd student Alice was interested in biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was interested in biology, she published a book about botany.",RWCA,N
"Because the phd student Alice was interested in biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was interested in biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was interested in biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was interested in biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was interested in biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was interested in biology, she analyzed species.",RWCA,N
"Because the phd student Alice was interested in biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was interested in biology, she analyzed selection.",RWCA,N
"Because the phd student Alice was interested in biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was interested in biology, she analyzed botany.",RWCA,N
"Because the phd student Alice was interested in biology, she publicized the research species.",RWCA,N
"Because the phd student Alice was interested in biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was interested in biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice was interested in biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was interested in biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice was interested in evolution, she published a book about species.",RWCA,N
"Because the phd student Alice was interested in evolution, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she published a book about selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolution, she published a book about botany.",RWCA,N
"Because the phd student Alice was interested in evolution, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was interested in evolution, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolution, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was interested in evolution, she analyzed species.",RWCA,N
"Because the phd student Alice was interested in evolution, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she analyzed selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolution, she analyzed botany.",RWCA,N
"Because the phd student Alice was interested in evolution, she publicized the research species.",RWCA,N
"Because the phd student Alice was interested in evolution, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she publicized the research selection.",RWCA,N
"Because the phd student Alice was interested in evolution, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolution, she publicized the research botany.",RWCA,N
"Because the phd student Alice was interested in origin of species, she published a book about species.",RWCA,N
"Because the phd student Alice was interested in origin of species, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she published a book about selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was interested in origin of species, she published a book about botany.",RWCA,N
"Because the phd student Alice was interested in origin of species, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was interested in origin of species, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was interested in origin of species, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was interested in origin of species, she analyzed species.",RWCA,N
"Because the phd student Alice was interested in origin of species, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she analyzed selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was interested in origin of species, she analyzed botany.",RWCA,N
"Because the phd student Alice was interested in origin of species, she publicized the research species.",RWCA,N
"Because the phd student Alice was interested in origin of species, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she publicized the research selection.",RWCA,N
"Because the phd student Alice was interested in origin of species, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was interested in origin of species, she publicized the research botany.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she published a book about species.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she published a book about selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she published a book about botany.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she analyzed species.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she analyzed selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she analyzed botany.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she publicized the research species.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was interested in evolutional biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice was devoted to biology, she published a book about species.",RWCA,N
"Because the phd student Alice was devoted to biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she published a book about selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was devoted to biology, she published a book about botany.",RWCA,N
"Because the phd student Alice was devoted to biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was devoted to biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was devoted to biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was devoted to biology, she analyzed species.",RWCA,N
"Because the phd student Alice was devoted to biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she analyzed selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was devoted to biology, she analyzed botany.",RWCA,N
"Because the phd student Alice was devoted to biology, she publicized the research species.",RWCA,N
"Because the phd student Alice was devoted to biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice was devoted to biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was devoted to biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice was devoted to evolution, she published a book about species.",RWCA,N
"Because the phd student Alice was devoted to evolution, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she published a book about selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolution, she published a book about botany.",RWCA,N
"Because the phd student Alice was devoted to evolution, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was devoted to evolution, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolution, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was devoted to evolution, she analyzed species.",RWCA,N
"Because the phd student Alice was devoted to evolution, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she analyzed selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolution, she analyzed botany.",RWCA,N
"Because the phd student Alice was devoted to evolution, she publicized the research species.",RWCA,N
"Because the phd student Alice was devoted to evolution, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she publicized the research selection.",RWCA,N
"Because the phd student Alice was devoted to evolution, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolution, she publicized the research botany.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she published a book about species.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she published a book about selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she published a book about botany.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she analyzed species.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she analyzed selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she analyzed botany.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she publicized the research species.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she publicized the research selection.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was devoted to origin of species, she publicized the research botany.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she published a book about species.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she published a book about selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she published a book about botany.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she analyzed species.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she analyzed selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she analyzed botany.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she publicized the research species.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was devoted to evolutional biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she published a book about species.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she published a book about selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she published a book about botany.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she analyzed species.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she analyzed selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she analyzed botany.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she publicized the research species.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she published a book about species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she published a book about selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she published a book about botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she analyzed species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she analyzed selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she analyzed botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she publicized the research species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she publicized the research selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolution, she publicized the research botany.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she published a book about species.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she published a book about selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she published a book about botany.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she analyzed species.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she analyzed selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she analyzed botany.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she publicized the research species.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she publicized the research selection.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about origin of species, she publicized the research botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she published a book about species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she published a book about selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she published a book about botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she analyzed species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she analyzed selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she analyzed botany.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she publicized the research species.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice was enthusiastic about evolutional biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice worked on biology, she published a book about species.",RWCA,N
"Because the phd student Alice worked on biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice worked on biology, she published a book about selection.",RWCA,N
"Because the phd student Alice worked on biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice worked on biology, she published a book about botany.",RWCA,N
"Because the phd student Alice worked on biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice worked on biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice worked on biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice worked on biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice worked on biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice worked on biology, she analyzed species.",RWCA,N
"Because the phd student Alice worked on biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice worked on biology, she analyzed selection.",RWCA,N
"Because the phd student Alice worked on biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice worked on biology, she analyzed botany.",RWCA,N
"Because the phd student Alice worked on biology, she publicized the research species.",RWCA,N
"Because the phd student Alice worked on biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice worked on biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice worked on biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice worked on biology, she publicized the research botany.",RWCA,N
"Because the phd student Alice worked on evolution, she published a book about species.",RWCA,N
"Because the phd student Alice worked on evolution, she published a book about natural selection.",RWCA,N
"Because the phd student Alice worked on evolution, she published a book about selection.",RWCA,N
"Because the phd student Alice worked on evolution, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice worked on evolution, she published a book about botany.",RWCA,N
"Because the phd student Alice worked on evolution, she wrote a paper on species.",RWCA,N
"Because the phd student Alice worked on evolution, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice worked on evolution, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice worked on evolution, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice worked on evolution, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice worked on evolution, she analyzed species.",RWCA,N
"Because the phd student Alice worked on evolution, she analyzed natural selection.",RWCA,N
"Because the phd student Alice worked on evolution, she analyzed selection.",RWCA,N
"Because the phd student Alice worked on evolution, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice worked on evolution, she analyzed botany.",RWCA,N
"Because the phd student Alice worked on evolution, she publicized the research species.",RWCA,N
"Because the phd student Alice worked on evolution, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice worked on evolution, she publicized the research selection.",RWCA,N
"Because the phd student Alice worked on evolution, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice worked on evolution, she publicized the research botany.",RWCA,N
"Because the phd student Alice worked on origin of species, she published a book about species.",RWCA,N
"Because the phd student Alice worked on origin of species, she published a book about natural selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she published a book about selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice worked on origin of species, she published a book about botany.",RWCA,N
"Because the phd student Alice worked on origin of species, she wrote a paper on species.",RWCA,N
"Because the phd student Alice worked on origin of species, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice worked on origin of species, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice worked on origin of species, she analyzed species.",RWCA,N
"Because the phd student Alice worked on origin of species, she analyzed natural selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she analyzed selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice worked on origin of species, she analyzed botany.",RWCA,N
"Because the phd student Alice worked on origin of species, she publicized the research species.",RWCA,N
"Because the phd student Alice worked on origin of species, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she publicized the research selection.",RWCA,N
"Because the phd student Alice worked on origin of species, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice worked on origin of species, she publicized the research botany.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she published a book about species.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she published a book about natural selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she published a book about selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she published a book about human ancestors.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she published a book about botany.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she wrote a paper on species.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she wrote a paper on natural selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she wrote a paper on selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she wrote a paper on human ancestors.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she wrote a paper on botany.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she analyzed species.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she analyzed natural selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she analyzed selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she analyzed human ancestors.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she analyzed botany.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she publicized the research species.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she publicized the research natural selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she publicized the research selection.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she publicized the research human ancestors.",RWCA,N
"Because the phd student Alice worked on evolutional biology, she publicized the research botany.",RWCA,N
people feed cats with meat.,BB,N
people feed cats with chicken.,BB,N
people feed cats with beef.,BB,N
people feed cats with fish.,BB,N
people feed cats with burgers.,BB,N
people feed dogs with meat.,BB,N
people feed dogs with chicken.,BB,N
people feed dogs with beef.,BB,N
people feed dogs with fish.,BB,N
people feed dogs with burgers.,BB,N
people feed penguins with meat.,BB,N
people feed penguins with chicken.,BB,N
people feed penguins with beef.,BB,N
people feed penguins with fish.,BB,N
people feed penguins with burgers.,BB,N
people feed tigers with meat.,BB,N
people feed tigers with chicken.,BB,N
people feed tigers with beef.,BB,N
people feed tigers with fish.,BB,N
people feed tigers with burgers.,BB,N
people feed lions with meat.,BB,N
people feed lions with chicken.,BB,N
people feed lions with beef.,BB,N
people feed lions with fish.,BB,N
people feed lions with burgers.,BB,N
zoo keepers feed cats with meat.,BB,N
zoo keepers feed cats with chicken.,BB,N
zoo keepers feed cats with beef.,BB,N
zoo keepers feed cats with fish.,BB,N
zoo keepers feed cats with burgers.,BB,N
zoo keepers feed dogs with meat.,BB,N
zoo keepers feed dogs with chicken.,BB,N
zoo keepers feed dogs with beef.,BB,N
zoo keepers feed dogs with fish.,BB,N
zoo keepers feed dogs with burgers.,BB,N
zoo keepers feed penguins with meat.,BB,N
zoo keepers feed penguins with chicken.,BB,N
zoo keepers feed penguins with beef.,BB,N
zoo keepers feed penguins with fish.,BB,N
zoo keepers feed penguins with burgers.,BB,N
zoo keepers feed tigers with meat.,BB,N
zoo keepers feed tigers with chicken.,BB,N
zoo keepers feed tigers with beef.,BB,N
zoo keepers feed tigers with fish.,BB,N
zoo keepers feed tigers with burgers.,BB,N
zoo keepers feed lions with meat.,BB,N
zoo keepers feed lions with chicken.,BB,N
zoo keepers feed lions with beef.,BB,N
zoo keepers feed lions with fish.,BB,N
zoo keepers feed lions with burgers.,BB,N
families feed cats with meat.,BB,N
families feed cats with chicken.,BB,N
families feed cats with beef.,BB,N
families feed cats with fish.,BB,N
families feed cats with burgers.,BB,N
families feed dogs with meat.,BB,N
families feed dogs with chicken.,BB,N
families feed dogs with beef.,BB,N
families feed dogs with fish.,BB,N
families feed dogs with burgers.,BB,N
families feed penguins with meat.,BB,N
families feed penguins with chicken.,BB,N
families feed penguins with beef.,BB,N
families feed penguins with fish.,BB,N
families feed penguins with burgers.,BB,N
families feed tigers with meat.,BB,N
families feed tigers with chicken.,BB,N
families feed tigers with beef.,BB,N
families feed tigers with fish.,BB,N
families feed tigers with burgers.,BB,N
families feed lions with meat.,BB,N
families feed lions with chicken.,BB,N
families feed lions with beef.,BB,N
families feed lions with fish.,BB,N
families feed lions with burgers.,BB,N
their mothers feed cats with meat.,BB,N
their mothers feed cats with chicken.,BB,N
their mothers feed cats with beef.,BB,N
their mothers feed cats with fish.,BB,N
